name,nature,source,circumstance,gift_old_style,gift_received_date,gift_date
"Trudeau, Justin",DeWalt Compact Drill/Driver including DeWalt Screw Driving Bit Set ,"Joseph S. Mancinelli, International Vice President and Regional Manager Labourers’ Interna...",Attended LiUNA Local 183 Stewards Seminar, ,2019/02/23,2019/05/31
"Trudeau, Justin","G20 Working Luncheon (Session I) and G20 Leaders’ Dinner on November 30, 2018G20 Working L...","His Excellency Mauricio Macri, President of Argentina ",G20, ,,2019/05/31
"O'Regan Jr., Seamus",Star blanket,Assembly of Manitoba Chiefs Women’s Council,Official function - Visit to Manitoba, ,2019/04/25,2019/05/28
"O'Regan Jr., Seamus",Hanging star blanket,Assembly of Manitoba Chiefs,Official function - Visit to Manitoba, ,2019/04/25,2019/05/28
"Fragiskatos, Peter","2 passes to Cowbell Brewery, 2 tickets to Blyth Festival (1 show) 1 night at Hotel Lux",David Southern and Susan Carlyle,Wedding gift , ,2019/05/24,2019/05/24
"Lightbound, Joël","Two tickets for the ""Au coeur de vos passions"" benefit gala for la Fondation de l’Institut...",Fondation de l'Institut universitaire de cardiologie et de pneumologie de Québec,Guest of honour at the event, ,,2019/05/23
"Bennett, Carolyn",Case of 12 bottles of wine,"T. Sean Harvey, part-owner of Fort Berens Estate Winery",I met Mr. Harvey on a flight. A few weeks after that meeting Mr. Harvey had a case of wine..., ,2019/05/21,2019/05/22
"Mendicino, Marco",Ticket to Public Policy Forum Testimonial Dinner and Awards 2019 ,PayPal Canada,Received as local Member of Parliament, ,2019/04/11,2019/05/21
"Sajjan, Harjit S.",Book intitled We the Sikhs Around the World ,Mr. Jatinder Minhas,Presented to me when I was in attendance at the Vancouver Vaisakhi celebrations, ,2019/04/13,2019/05/15
"Sajjan, Harjit S.",Book intitled We the Sikhs Around the World ,Mr. Jatinder Minhas ,Presented to me when I was in attendance at the Vancouver Vaisakhi celebrations, ,2019/04/13,2019/05/15
"Yip, Jean",1 ticket to attend the 2019 Daffodil Ball for the Canadian Cancer Society ,Golden Donation Endowment Canadian Chinese Outreach (GDECCO),Guest speaker , ,,2019/05/11
"Rodriguez, Pablo",One ticket to attend the Association québécoise de la production médiatique's (AQPM) conve...,AQPM ,Invited in my capacity as Minister of Canadian Heritage and Multiculturalism , ,2019/04/17,2019/05/10
"Fox, Kathleen Carol","Complimentary one-day registration to the Facility, Operations and Airport Managers  Confe...",International Association of Airport Executives Canada,Guest speaker, ,2019/05/07,2019/05/09
"Masse, Brian","4 tickets to the Detroit Tigers baseball game on April 19, 2019",Windsor Family Credit Union,Social event with border city of Detroit. , ,,2019/05/02
"Parmar, Dovejot","Tickets: 1
Event/sporting event ticket(s)
Leading Toronto Forward: John Tory, Mayor of Tor...","Simmer Anand
Manager, External Relations
Hydro One Networks Inc.",Friend who is an employee of Hydro One Networks Inc. offered the ticket, ,2019/03/20,2019/04/18
"Mendicino, Marco",Two tickets to Canada's National Ballet School 2019 Gala ,Canada's National Ballet School ,Invited as local Member of Parliament, ,,2019/04/17
"Rodriguez, Pablo","Two tickets to attend the Canadian Screen Awards in Toronto, Ontario",Academy of Canadian Cinema and Television,Invited in my capacity as Minister of Canadian Heritage and Multiculturalism , ,2019/03/31,2019/04/16
"Rodriguez, Pablo","Two tickets to attend the Juno ceremonies in London, Ontario",The Canadian Academy of Recording Arts and Sciences,Invited in my capacity as Minister of Canadian Heritage and Multiculturalism , ,2019/03/17,2019/04/16
"Gulamhussein, Faizel","Tickets: 1
Event/sporting event ticket(s)
Junos",The Canadian Academy of Recording Arts and Sciences,Supporting the Minister in his official role, ,2019/03/15,2019/04/12
"Sarkar, Rana","Honorary membership to St. Francis Yacht Club located in San Francisco, California",St. Francis Yacht Club,Offered as a normal expression of courtesy or protocol from the Club, ,,2019/04/11
"Dittmann, Paul George",Registration fee for the Mari-Tech 2019 Conference,"Cindy Hick, Mari-Tech 2019 event organizer",Speaker at the 2019 Mari-Tech Conference, ,,2019/04/08
"Fox, Kathleen Carol",Complimentary registration for Banff Pipeline Workshop,Banff Pipeline Workshop,Keynote speaker, ,2019/04/08,2019/04/05
"Maguire, Larry",Intern for 2 months (February-March),Ukrainian Canadian Congress,Hosting intern in office to work on parliamentary duties, ,,2019/04/04
"Dabrusin, Julie","Two tickets to the event “Laughter is the Best Medicine”, a comedy Gala in support of Mich...",Michael Garron Hospital Foundation,Invited in my capacity as local MP , ,,2019/04/04
"Trudeau, Justin","Portrait of myself by Punjabi artist Gurpreet Singh, Bathinda, India","Individual in attendance at the Edmonton Mandir, Bhartiya Cultural Society of Alberta",Recognition on behalf of PM Trudeau and the Government of Canada for what they have done f..., ,2018/11/15,2019/04/02
"Trudeau, Justin",Wood carving ,"His Excellency Soumeylou Boubèye Maïga, Prime Minister of the Republic of Mali",Meeting with Prime Minister of Mali during visit to Republic of Mali, ,2018/12/22,2019/04/02
"Trudeau, Justin","Porcelain and bamboo-joint cups, including censer and incense sticks","Jack Ma, Founder of Alibaba Group, China",Happy Chinese New Year, ,2019/02/27,2019/04/02
"Trudeau, Justin","Dress designed by Freda’s given to my spouse, Toronto, Ontario","Tracy Moore, Host of City Line","My spouse was a guest on City Line, Toronto", ,2019/02/07,2019/04/02
"Trudeau, Justin",Framed ceramic “Dragon”,"Winston Wen-yi Chen, Representative, Taipei Economic and Cultural Office in Canada",Merry Christmas and Happy New Year, ,2018/12/09,2019/04/02
"Trudeau, Justin",Discount on VIP Whistler Blackcomb Lift Tickets given to me and my family,Whistler Blackcomb Ski Resort,Family vacation, ,2018/12/28,2019/04/02
"Trudeau, Justin","Unframed pencil and watercolor on paper titled “Ascencion”, 2015. Including Certificate of...","Diana Aisenberg, Artist, Argentina","Visited MALBA, Buenos Aires Museum of Latin American Art during the G20 Leaders’ Summit 20...", ,2018/12/01,2019/04/02
"Trudeau, Justin",Basket of Godiva Connoisseur Chocolates,"His Excellency Fahad Saeed Al Raqbani, Ambassador of the United Arab Emirates, Ottawa",Joyful Christmas and Happy New Year, ,2018/12/19,2019/04/02
"Trudeau, Justin",Oud string instrument presented in a soft carrying case,Khalid Habbob  (Syrian refugee family),Meeting with Municipal All Female Council in Ottawa, ,2018/12/13,2019/04/02
"Trudeau, Justin",Replica of a “Sambuq” boat presented in a case,"His Excellency Saoud Abdulla Al-Mahmoud, Ambassador, Embassy of the State of Qatar, Ottawa...",Season's Greetings, ,2018/12/14,2019/04/02
"Trudeau, Justin",Sweater and scarf given to my spouse,"ça va de soi tricots Inc., Montréal, Québec",Merry Christmas, ,2018/12/10,2019/04/02
"Trudeau, Justin",Beaded Moose Hide Campaign Vest,"Chief Perry Bellegarde, National Chief of the Assembly of First Nations",Attended the Assembly of First Nations Special Chiefs meeting in Ottawa, ,2018/12/04,2019/04/02
"Trudeau, Justin",Silver Bracelet developed by Argentine Artist Ignacio Bárcena given to my spouse,"His Excellency Mauricio Macri, President of the Argentine Republic ","Attended G20 Leaders’ Summit 2018, Spousal Program, Buenos Aires, Argentina ", ,2018/11/29,2019/04/02
"Trudeau, Justin",Argentina Minted Silver Coin,"Eduardo Elsztain, Chairman, IRSA-Inversiones Y Prepresentaciones SA in occasion of the G20...","Attended G20 Leaders’ Summit 2018, Buenos Aires, Argentina ", ,2018/11/29,2019/04/02
"Trudeau, Justin",3 Italo Ferretti – Sartorial Silk Ties,"Carlo Ferretti, Santostefano di Italo Ferretti, Italy",Merry Christmas and Happy New Year, ,2018/12/21,2019/04/02
"Trudeau, Justin",Hand-made resin and metal sculptural plant vessels given to me and my spouse ,His Majesty King Abdullah II Ibn Al Hussein and Her Majesty Queen Rania Al Abdullah,Happy New Year, ,2018/12/20,2019/04/02
"Trudeau, Justin",Fueguia 1833 Patagonia Perfume and Tierra de Fuego Candle given to my spouse,"Juliana Awada, First Lady of Argentina","Attended G20 Leaders’ Summit 2018, Spousal Program, Buenos Aires, Argentina", ,2018/11/29,2019/04/02
"Trudeau, Justin",AF1 Ultra Flyknit Low RKK – New England Patriot Footwear,"Robert K. Kraft, President, The Kraft Group, Foxborough, Massachusetts, United States of A...",Nike honors the New England Patriots and Robert Kraft, ,2018/12/05,2019/04/02
"Trudeau, Justin","Knapped Cherry Quartz Blade by artist Ed Jensen, Tk’emlúps te Seewepemc, Kamloops, British...","Chief Roseanne Casimir, Tk’emlúps te Seewepemc, Kamloops, British Columbia ","Meeting in Kamloops, British Columbia ", ,2019/01/09,2019/04/02
"Trudeau, Justin","Gift basket containing biscuits, wine, chocolate and nuts given to my spouse","Her Excellency Sibongiseni Yvonne Dlamini-Mntambo and Staff, High Commission for the Repub...",Thank you for supporting the launching of “16 Days of Activism against Gender-Based Violen..., ,2018/12/14,2019/04/02
"Trudeau, Justin",Etiqueta Negra Blouse given to my spouse,"Juliana Awada, First Lady of Argentina","Attended G20 Leaders’ Summit 2018, Spousal Program, Buenos Aires, Argentina ", ,2018/11/29,2019/04/02
"Trudeau, Justin","Alpaca Scarf set up by the Association of Spinners and Weavers of Vicuña ""Belén, Cuna del ...","His Excellency Mauricio Macri, President of the Argentine Republic","Attended G20 Leaders’ Summit 2018, Buenos Aires, Argentina ", ,2018/11/29,2019/04/02
"Trudeau, Justin",Leather travel bag,"His Excellency Mauricio Macri, President of the Argentine Republic ","Attended G20 Leaders’ Summit 2018, Buenos Aires, Argentina", ,2018/11/29,2019/04/02
"Trudeau, Justin","Silk Tie by E. Marinella Ties, Italy","Dr. Francesco Capecchi, Economic & Commercial Counsellor at Embassy of Italy in Argentina,...","Attended G20 Leaders’ Summit 2018, Buenos Aires, Argentina ", ,2018/11/29,2019/04/02
"Trudeau, Justin",Boxes of Haddoud Salim and Tolga Algerian Dates and 2 cases of Algerian Wine,"His Excellency Mr. Abdelaziz Bouteflika, President of the People's Democratic Republic of ...",Seasons’ Greetings, ,2018/12/21,2019/04/02
"Trudeau, Justin",Sulwhasoo Skin Care Products given to my spouse,"Kim Jung-sook, First Lady of the Republic of Korea",Best Wishes for New Year, ,2019/01/14,2019/04/02
"Sajjan, Harjit S.",1 ticket to the Cheung Kong Graduate School of Business (CKGSB) Alumni Association Annual ...,CKGSB Alumni Association of Canada ,Invited in my capacity as Member of Parliament to make remarks on behalf of the Government..., ,,2019/04/01
"Sajjan, Harjit S.",1 ticket to the Cheung Kong Graduate School of Business (CKGSB) Alumni Association Annual ...,CKGSB Alumni Association of Canada ,Invited in my capacity as Member of Parliament to make remarks on behalf of the Government..., ,,2019/04/01
"Bernard, Angélique",Pine tree  lid hand box,"Takashi Hatori, Consul General of Japan in Vancouver","During a protocol visit in Whitehorse, Yukon, on February 20, 2019", ,2019/02/20,2019/03/29
"Shaikh, Zaib",Invitation to the 2019 World Economic Forum Annual Meeting ,World Economic Forum Executive Committee ,Invited as the spouse of a member of the World Economic Forum Executive Committee, ,,2019/03/22
"Van Drie, Julia","Partial admission fees, travel and accommodation to participate in a study course February...","Olami, New York",Faith development studies., ,,2019/03/22
"Kusie, Stephanie","Services of a non-partisan paid intern from the Canadian Political Science Association, fo...",Canadian Political Science Association and the House of Commons,The interns interviewed and chose MP offices. They are university graduates and have recei..., ,,2019/03/18
"Ng, Mary","Bud vase, Edo Kiriko by Hideaki Shinozaki, Master of craft","Ambassador of Japan, H.E. Kimihiro Ishinane",I met with Ambassador Ishinane in Ottawa, ,2018/12/13,2019/03/18
"Yip, Jean",Ticket to attend the 2019 Dragon Ball for the Yee Hong Community Wellness Foundation,"Stephen Siu, President of Yee Hong Community Wellness Foundation",Invited in the context of the Chinese New Year celebration, ,,2019/03/08
"Chong, Michael",Intern assigned to work in my office on Parliament Hill,GreenPAC Parliamentary Internship for the Environment with support from the Sustainability...,The GreenPAC Parliamentary Internship for the Environment places interns in Members' offic..., ,,2019/03/06
"Fraser, Sean",Services of a non-partisan paid intern from the Canadian Political Science Association beg...,Canadian Political Science Association and the House of Commons,The Canadian Political Science Association lets the interns chose their MP office. The int..., ,2019/01/22,2019/02/26
"Rodriguez, Pablo",Fourteen books for each of the winners of the Governor General's Literary Awards of 2018,Canada Council for the Arts,Received as Minister of Canadian Heritage and Multiculturalism, ,2018/12/13,2019/02/25
"Stubbs, Shannon","Entrance fees to the AME Round Up conference in Vancouver, British Columbia",AME Round Up,Accepted in my capacity as a Member of Parliament and my role as Vice-Chair of the Standin..., ,2019/01/30,2019/02/07
"Beech, Terry","13,211 - Public Statement of Gifts or Other Benefits ",Canadian Political Science Association and the House of Commons,The interns interviewed and chose MP offices. They are university graduates an have receiv..., ,,2019/02/07
"Oliphant, Robert",Two tickets to Taiwan Entrepreneurs Society Taipei/Toronto (TESTT) 26th Annual Gala on Feb...,Taiwan Entrepreneurs Society Taipei/Toronto,"Offered to me as a Toronto MP, within the customary standards of hospitality that normally...", ,,2019/02/07
"Richards, Blake",One non-partisan paid Intern from the Canadian Political Science Association began in the ...,Canadian Political Science Association and the House of Commons. ,The 10 interns interviewed and chose the MPs they will work with. The interns are universi..., ,2019/01/22,2019/02/04
"Virani, Arif",One non-partisan intern under the Parliamentary Internship Program paid by the Canadian Po...,Canadian Political Science Association and the House of Commons,The interns interviewed and chose MP offices. They are university graduates an have receiv..., ,,2019/02/01
"Blaney, Rachel",A non-partisan paid intern from the Canadian Political Science Association working in my o...,Canadian Political Science Association and the House of Commons,"After interviewing Members of Parliament, the interns of this program chose which MP they ...", ,,2019/01/31
"Oliphant, Robert",One a non-partisan paid intern from the Canadian Political Science Association working in ...,Canadian Political Science Association and the House of Commons,"After interviews, the interns of this program chose which Member of Parliament they would ...", ,,2019/01/28
"Rempel Garner, Michelle",Services of an intern,Parliamentary Internship Programme (Canadian Political Science Association),"An PIP intern is working in my office from January 24, 2019 to June 30, 2019", ,2019/01/24,2019/01/25
"Dawson, Anne","Tickets to attend the Canadian Football League Grey Cup 2018, the Commissioner's Brunch an...","CFL Commissioner, Randy AmbrosieCanadian Football League",Supporting Minister in her official duties, ,2018/11/23,2019/01/25
"Yip, Jean",Two tickets to the 2018 Cathay Ball,Mon Sheong Foundation,Invited as local Member of Parliament, ,,2019/01/16
"Trudeau, Justin",Portrait on canvas of my spouse signed by artist Jude Ifesieh,"Jude Ifesieh, Scarborough, Ontario",No event - Received via courier , ,2018/11/08,2019/01/08
"Trudeau, Justin",Framed oil on canvas portrait of myself titled “Happy Moments” by artist Mazin Al-Moumen,"Mazin Al-Moumen, Kirkland, Québec",Received via courier, ,2018/11/29,2018/12/23
"Trudeau, Justin",Bynd Artisan - The Valet Tray Set depicting the historic footprints of the Istana,"Her Excellency Halimah Yacob, President of the Republic of Singapore",Attended the Thirteenth East Asia Summit (EAS) in Singapore, ,2018/11/14,2018/12/23
"Trudeau, Justin",Framed picture of HMCS Harry DeWolf and wooden shadow box hand-crafted by Vice Admiral M.F...,"Vice Admiral M.F.R. Lloyd, Commander of the Royal Canadian Navy, Ottawa, Ontario","Naming ceremony for Canada’s lead Arctic and offshore patrol ship HMCS Harry DeWolf, Halif...", ,2018/10/05,2018/12/23
"Trudeau, Justin",NovaScotian Crystal Bowl etched on bottom with HMCS Harry DeWolf and Nova Scotia Tartan Wo...,"Mrs. Lynn Irving, J.D. Irving Limited, Saint John, New Brunswick ","Naming ceremony for Canada’s lead Arctic and offshore patrol ship HMCS Harry DeWolf, Halif...", ,2018/10/05,2018/12/23
"Trudeau, Justin",Buckskin Jacket handmade by Denise Gilpin,"Chief, Joe Alphonse, Tribal Chairman, Tsilhqot’in National Government","When I visited the Tsilhqot’in Community near Chilko Lake, British Columbia ", ,2018/11/02,2018/12/23
"Trudeau, Justin",Beaded sheepskin and beaver trimmed slippers for me and my family,"Penny Rawlings, Proprietor, Arctic Trading Company, Churchill, Manitoba",I visited Churchill to announce the opening of the railway and the Port of Churchill, ,2018/11/01,2018/12/23
"Trudeau, Justin",Jill Yoga Clothing given to my spouse and daughter ,"Nina Sood, Creative Director, Jill Yoga Clothing, Markham, Ontario","When I attended Vishnu Mandir in Richmond Hill, Ontario", ,2018/11/06,2018/12/23
"Trudeau, Justin",Commissioned painting of the Renanthera ASEAN 2018 hybrid orchid,"His Excellency Lee Hsien Loong, Prime Minister of the Republic of Singapore",Attended the Thirteenth East Asia Summit (EAS) in Singapore, ,2018/11/14,2018/12/23
"Trudeau, Justin",Tiffany & Co. Crystal Prism Award given to my spouse,"Abid Qureshi, President, United Nations Association of New York",United Nations Day 2018 - United Nations Association of New York -Humanitarian of the Year..., ,2018/10/15,2018/12/23
"Trudeau, Justin","Limited Edition of Giclée Canvas Art Print titled “Floral Emblems of Canada”, 2017 by arti...","Bernadette Salama, Protocol Officer, International and Inter Parliamentary Affairs Directo...",No special occasion, ,2018/11/14,2018/12/23
"Trudeau, Justin",Framed Papua New Guinea Shell Currency ,"The Honourable Peter O’Neil, Prime Minister of the Independent State of Papua New Guinea",Attended the Asia-Pacific Economic Cooperation Summit (APEC) Leaders’ Meeting in Port More..., ,2018/11/18,2018/12/23
"Telford, Katie",Ticket to Canada’s Most Powerful Women: Top 100 Awards Summit and GalaLifetime membership ...,Women’s Executive Network ,Award winner and keynote speaker at the event , ,2018/11/22,2018/12/20
"Fillmore, Andy",One non-partisan paid intern from the Canadian Political Science Association working in my...,Canadian Political Science Association and the House of Commons,"After interviews, the interns of this program chose which MP they would work with. The int...", ,2018/10/02,2018/12/17
"Rodriguez, Pablo",Round Skeleton Clock by Canadian Spirit,Ottawa Board of Trade,Following my address at the Mayor's breakfast at City Hall in Ottawa., ,2018/11/28,2018/12/14
"Mendicino, Marco",Ticket to the 2018 Toronto Negev Dinner,Jewish National Fund of Canada,Invited as a local Member of Parliament, ,2018/11/18,2018/12/13
"Freeland, Chrystia",Book and print,Israel Council on Foreign Relations,Official visit abroad, ,2018/11/01,2018/12/06
"Freeland, Chrystia",Scarf,"Dr. Riyad al-Maliki, Minister of Foreign Affairs of the Palestinian Authority",Official visit abroad, ,2018/11/01,2018/12/06
"Cardinal, Cheryl","Ticket to the Assembly of First Nations National Forum : Affirming First Nations Rights, T...",Ms. Emmaline English of the Crown-Indigenous Relations and Northern Affairs Canada Ministe...,To attend a workshop on the recognition and implementation of indigenous rights with the A..., ,2018/09/11,2018/12/06
"Trudeau, Justin",Custom handmade silk Surcoat (Jinbaori) with liner,"Hiroshi Ohkubo, President, NTN Bearing Corporation",Event held in Toronto to mark NTN’s 50th year of operation in Canada and the 100th anniver..., ,2018/09/27,2018/12/05
"Trudeau, Justin",Framed 3D cut-out of Prime Minister Justin Trudeau and Mrs. Sophie Grégoire Trudeau,"Ms. Nooria Niazi, Artist, Edmonton, Alberta",Introduction to artist, ,2018/09/25,2018/12/05
"Trudeau, Justin",Set of 10 Collector Sterling Silver and Gold Plated Coins - Central Bank of Armenia Gospel...,"His Excellency Nikol Pashinyan, Prime Minister of the Republic of Armenia","XVII Francophonie Summit, Yerevan, Republic of Armenia", ,2018/10/12,2018/12/05
"Lamoureux, Kevin","Intern assigned to my office on Parliament Hill from September 14, 2018 to November 8, 201...",Ukrainian Canadians in Canada through the Canada-Ukraine Parliamentary Program,The Canada-Ukraine Parliamentary Program places interns in Members' offices for various pe..., ,,2018/12/05
"McLeod, Michael",Ticket to attend the Assembly of First Nations Special Chiefs Assembly 2018 held at the We...,Tlicho GovernmentGrand Chief George Mackenzie,Invited in my capacity as Member of Parliament, ,2018/12/05,2018/12/05
"Chong, Michael",2 Cathay Ball tickets,"Mr. David Chong & Ms. Susan Chong, acquaintances",Invited in my capacity as Member of Parliament, ,2018/11/10,2018/12/05
"Trudeau, Justin",Sterling Silver and Gold Plated plate featuring “Trireme” an ancient warship from the 8th ...,"Marianna V. Vardinoyannis, Goodwill Ambassador of UNESCO",My spouse hosted a reception at the Official Residence of Canada during the United Nations..., ,2018/09/25,2018/12/05
"Trudeau, Justin","Pearl bracelet with metal piece highlighting a Honduras Cathedral by artist Milla Guirst, ...","Her Excellency Ana García Hernández, First Lady of Honduras",My spouse hosted a reception at the Official Residence of Canada during the United Nations..., ,2018/09/25,2018/12/05
"Trudeau, Justin",,"Mrs. María Juliana Ruíz Sandoval, First Lady of the Republic of Colombia",My spouse hosted a reception at the Official Residence of Canada during the United Nations..., ,,2018/12/05
"Trudeau, Justin",Khal Mohammadi hand knotted wool carpet,"Aziz Amiri, President, Prompt Assembly & Packaging Inc., Scarborough, Ontario","Attended a small business roundtable discussion in Scarborough, Ontario", ,2018/09/21,2018/12/05
"Trudeau, Justin","Hand painted silk scarf by designer Camila Velvet, Spain given to my spouse","His Excellency Pedro Sánchez, Prime Minister of Spain and Mrs. María Begoña Gómez Fernánde...",Meeting with Prime Justin Minister Trudeau during Canada 2020 Global Progress Summit held ..., ,2018/09/23,2018/12/05
"Trudeau, Justin",Framed reproduction of antique map highlighting northernmost voyage of America from Greenl...,"His Excellency Mark Rutte, Prime Minister of the Netherlands",Official visit to Ottawa, ,2018/10/25,2018/12/05
"Trudeau, Justin",Nakara Leather Briefcase,"His Excellency Dr. Hage Geingob, President of the Republic of Namibia",Official visit to Ottawa, ,2018/09/21,2018/12/05
"Trudeau, Justin","Ticket to attend the 40th ADISQ (Association Québécoise de l’industrie du disque, du spect...",ADISQ Organizers,ADISQ Gala honours Québec’s finest in the music industry, ,2018/10/28,2018/12/05
"Trudeau, Justin",Ararat – Charles Aznavour Signature Blend Aged 25 Year Armenian Brandy,"His Excellency Nikol Pashinyan, Prime Minister of the Republic of Armenia","XVII Francophonie Summit, Yerevan, Republic of Armenia", ,2018/10/12,2018/12/05
"Trudeau, Justin","Princips, Sterling Silver Gold Plated Ballpoint Pen, including Certificate of Origin & War...","His Excellency Nikol Pashinyan, Prime Minister of the Republic of Armenia","XVII Francophonie Summit, Yerevan, Republic of Armenia", ,2018/10/12,2018/12/05
"Trudeau, Justin",Safian leather briefcase (given to all Francophonie Summit participants),"Organizers of XVII Francophonie Summit, Yerevan, Republic of Armenia","XVII Francophonie Summit, Yerevan, Republic of Armenia", ,2018/10/12,2018/12/05
"Trudeau, Justin",Set of 3 Collector Sterling Silver and Gold Plated Coins - Central Bank of Armenia Gospel ...,"His Holiness Supreme Patriarch Karekin II, Supreme Head of the Armenian Apostolic Church","XVII Francophonie Summit, Yerevan, Republic of Armenia", ,2018/10/13,2018/12/05
"Trudeau, Justin",Custom-made vintage metal “Hand and Arm” by artist Phil Freire,"Phil Freire, Chief Executive Officer, Metropolis Living, North York, Ontario","Fundraising event at Metropolis Living, North York, Ontario", ,2018/10/02,2018/12/05
"Trudeau, Justin","Petits Vilains, Canadian made clothing for my children Ella Grace and Hadrien","Rachel Shamash and Jennifer Christie, Owners of Petits Vilains, Vancouver, British Columbi...",Introduction to Petits Vilains children’s clothing, ,2018/10/12,2018/12/05
"Trudeau, Justin",Traditional Uganda Embuutu Drum and 2 Ankole Cow Horns,"Yasin Kiraga Misago, CEO/President of Frontline Public Relations, Vancouver, British Colum...",Dedication to Prime Minister Trudeau for his leadership and recognition of multiculturalis..., ,2018/09/20,2018/12/05
"Trudeau, Justin",Skirt and top given to my spouse,"Elaine Iordanous, Creative Director, Freda’s, Toronto, Ontario",Introduction to fall collection, ,2018/10/04,2018/12/05
"Trudeau, Justin",Traditional Gambia Cotton PAKSA material given to my spouse,"Mrs. Fatoumatta Bah Barrow, First Lady of the Republic of Gambia",My spouse hosted a reception at the Official Residence of Canada during the United Nations..., ,2018/09/25,2018/12/05
"Trudeau, Justin",Silver plated engraved “Kepyneia II Ship” presented in a wooden frame given to my spouse,"Mrs. Andri Anastasiades, First Lady of the Republic of Cyprus",My spouse hosted a reception at the Official Residence of Canada during the United Nations..., ,2018/09/25,2018/12/05
"Fergus, Greg",One non-partisan paid intern from the Canadian Political Science Association working in my...,Canadian Political Science Association and the House of Commons,"After interviews, the interns of this program chose which MP they would work with. The int...", ,,2018/12/03
"Zimmerman, Shannon","Roundtrip flight for two to Newfoundland and Labrador, with Air Canada",Organizers of Newfoundland and Labrador Shed Party,The tickets were won through a prize draw at the Newfoundland Labrador Shed Party on Parli..., ,,2018/11/30
"Bennett, Carolyn",One ticket to the 70th Annual Jewish National Fund (JNF) of Toronto Negev Dinner,"Jeff Springer, Executive Director, JNF Toronto",Offered as a courtesy to Members of Parliament in the Toronto area, ,2018/11/14,2018/11/29
"Carrie, Colin",One non-partisan paid intern from the Canadian Political Science Association working in my...,Canadian Political Science Association and the House of Commons,"After interviews, the interns of this program chose which MP they would work with. The int...", ,,2018/11/28
"Hudon, Isabelle","Air Ticket Paris - Montreal, Round Trip",Superior Court of Quebec,Invited to the conference dinner with Lawyers Without Borders and the annual conference of..., ,2018/10/11,2018/11/28
"Lawrence, Alex","Courtesy accommodations from October 30, 2018 to November 2, 2018 at the David Citadel Hot...",State of Israel,"Official visit to Jordan, Israel and West Bank with the Minister of Foreign Affairs  ", ,,2018/11/27
"Drouin, Nathalie G.","Invitation to the The Future of Well-being 6th OECD World Forum on Statistics, Knowledge a...",Organisation for Economic Co-operation and Development (OECD),Keynote speaker, ,2018/10/26,2018/11/22
"Chalke, Alison","Round-trip airline ticket to Squamish, British Columbia to give keynote address to the gra...",Quest University Canada,Keynote speaker, ,,2018/11/22
"Blaikie, Daniel",One non-partisan paid intern from the Canadian Political Science Association working in my...,Canadian Political Science Association and the House of Commons,"After interviews, the interns of this program chose which MP they would work with. The int...", ,,2018/11/20
"Hutchinson, Jeffery",A wooden painted paddle,Seaspan’s Vancouver Shipyards,During a speech for the launch of the first offshore fisheries science vessel on December ..., ,,2018/11/14
"Dabrusin, Julie",One non-partisan paid intern from the Canadian Political Science Association working in my...,Canadian Political Science Association and the House of Commons,"After interviews, the interns of this program chose which MP they would work with. The int...", ,,2018/11/13
"Ozell-Landry, Viki",A ticket to attend Les Prix Gémeaux gala,The Academy of Canadian Cinema & Television,Attended to support the Minister of Canadian Heritage and Multiculturalism, ,2018/09/16,2018/11/12
"Dittmann, Paul George",Waiver of fee to attend Helicopter Association of Canada Annual Convention,"Barbara Priestley, Member ServicesHelicopter Association of Canada",Keynote speaker, ,2018/11/01,2018/11/07
"Rodriguez, Pablo","Two tickets to attend the Association québécoise de l'industrie du disque, du spectacle et...",ADISQ,Invited as my capacity as Minister of Canadian Heritage and Multiculturalism, ,2018/10/28,2018/11/07
"Rodriguez, Pablo",Two tickets to attend the Prix Gémeaux gala,The Academy of Canadian Cinema & Television,Invited as my capacity as Minister of Canadian Heritage and Multiculturalism, ,2018/09/16,2018/11/07
"Fox, Kathleen Carol",Registration fees for the 2018 Helicopter Association of Canada Annual Convention,Helicopter Association of Canada,Speaker at Helicopter Association of Canada annual convention, ,2018/11/02,2018/11/07
"Freeland, Chrystia",Sculpture and Dead Sea products,His Majesty King Abdullah II ibn Al Hussein of the Hashemite Kingdom of Jordan,Official visit abroad, ,,2018/11/07
"Mendicino, Marco",One ticket to the Baycrest 100th Anniversary Gala,Baycrest Foundation,Invited as local Member of Parliament, ,2018/10/14,2018/11/06
"Mendicino, Marco",One ticket to the National Arts Centre Gala,Power Corporation of Canada,Invited as a Member of Parliament, ,2018/10/03,2018/11/06
"Erskine-Smith, Nathaniel","One non-partisan paid intern from Canadian Political Science Association, beginning Octobe...",Canadian Political Science Association and the House of Commons,The interns choose MPs they will work with. Interns are university graduates and have rece..., ,,2018/11/05
"Oliphant, Robert","Intern assigned to my office from September 10, 2018 to October 5, 2018",Ismaili Council for Canada through the Ismaili Parliamentary Internship Program,The Ismaili Parliamentary Internship Program places interns in Member's offices, ,,2018/11/01
"Sahota, Ruby","Services of an intern assigned to my Hill office from September 17, 2018 to November 8, 20...",Ukrainian Canadian Congress Parliamentary Internship Program,The Ukrainian Canadian Congress Parliamentary Internship Program places interns in Members..., ,,2018/10/29
